"0742","Veterinary Services","Agricultural services",
"3739","Woodside Hotels and Resorts","Hotels and Motels",
"3740","TownePlace Suites","Hotels and Motels",
"3741","Millennium Hotels","Hotels and Motels",
"3742","Club Med","Hotels and Motels",
"3743","Biltmore Hotel and Suites","Hotels and Motels",
"3744","Carefree Resorts","Hotels and Motels",
"3745","St. Regis Hotel","Hotels and Motels",
"3746","Eliot Hotels","Hotels and Motels",
"3747","Club Corp/Club Resorts","Hotels and Motels",
"3748","Wellesley Inns","Hotels and Motels",
"3749","Beverly Hills Hotel","Hotels and Motels",
"3750","Crowne Plaza Hotels","Hotels and Motels",
"3751","Homewood Suites","Hotels and Motels",
"3752","Peabody Hotels","Hotels and Motels",
"3753","Greenbriar Resorts","Hotels and Motels",
"3754","Amelia Island Plantation","Hotels and Motels",
"3755","Homestead","Hotels and Motels",
"3756","TOYOKO INN","Hotels and Motels",
"3757","Canyon Ranch","Hotels and Motels",
"3758","Kahala Mandarin Oriental Hotel","Hotels and Motels",
"3759","Orchid at Mauna Lani","Hotels and Motels",
"3760","Halekulani Hotel/Waikiki Parc","Hotels and Motels",
"3761","Primadonna Hotel and Casino","Hotels and Motels",
"3762","Whiskey Pete's Hotel and Casino","Hotels and Motels",
"3763","Chateau Elan Winery and Resort","Hotels and Motels",
"3764","Beau Rivage Hotel and Casino","Hotels and Motels",
"3765","Bellagio Hotel and Casino","Hotels and Motels",
"3766","Fremont Hotel and Casino","Hotels and Motels",
"3767","Main Street Hotel and Casino","Hotels and Motels",
"3768","Silver Star Hotel and Casino","Hotels and Motels",
"3769","Stratosphere Hotel and Casino","Hotels and Motels",
"3770","SpringHill Suites","Hotels and Motels",
"3771","Caesars Hotel and Casino","Hotels and Motels",
"3772","Nemacolin Woodlands","Hotels and Motels",
"3773","Venetian Resort Hotel and Casino","Hotels and Motels",
"3774","New York, New York Hotel and Casino","Hotels and Motels",
"3775","Sands Resort","Hotels and Motels",
"3776","Nevele Grande Resort and Country Club","Hotels and Motels",
"3777","Mandalay Bay Resort","Hotels and Motels",
"3778","Four Points Hotels","Hotels and Motels",
"3779","W Hotels","Hotels and Motels",
"3780","Disney Resorts","Hotels and Motels",
"3781","Patricia Grand Resort Hotels","Hotels and Motels",
"3782","Rosen Hotels and Resorts","Hotels and Motels",
"3783","Town and Country Resort & Convention Center","Hotels and Motels",
"3784","First Hospitality Hotels","Hotels and Motels",
"3785","Outrigger Hotels & Resorts","Hotels and Motels",
"3786","Ohana Hotels of Hawaii","Hotels and Motels",
"3787","Caribe Royale Resort Suites & Villas","Hotels and Motels",
"3788","Ala Moana Hotel","Hotels and Motels",
"3789","Smugglers' Notch Resort","Hotels and Motels",
"3790","Raffles Hotels","Hotels and Motels",
"3791","Staybridge Suites","Hotels and Motels",
"3792","Claridge Casino Hotel","Hotels and Motels",
"3793","The Flamingo Hotels","Hotels and Motels",
"3794","Grand Casino Hotels","Hotels and Motels",
"3795","Paris Las Vegas Hotel","Hotels and Motels",
"3796","Peppermill Hotel Casino","Hotels and Motels",
"3797","Atlantic City Hilton","Hotels and Motels",
"3798","Embassy Vacation Resort","Hotels and Motels",
"3799","Hale Koa Hotel","Hotels and Motels",
"3800","Homestead Suites","Hotels and Motels",
"3801","Wilderness Hotel and Golf Resort","Hotels and Motels",
"3802","The Palace Hotel","Hotels and Motels",
"3803","The Wigwam Golf Resort and Spa","Hotels and Motels",
"3804","The Diplomat Country Club and Spa","Hotels and Motels",
"3805","The Atlantic","Hotels and Motels",
"3806","Princeville Resort","Hotels and Motels",
"3807","Element","Hotels and Motels",
"3808","LXR (Luxury Resorts)","Hotels and Motels",
"3809","Settle Inn","Hotels and Motels",
"3810","La Costa Resort","Hotels and Motels",
"3811","Premier Inn","Hotels and Motels",
"3812","Hyatt Place","Hotels and Motels",
"3813","Hotel Indigo","Hotels and Motels",
"3814","The Roosevelt Hotel NY","Hotels and Motels",
"3815","Holiday Inn Nickelodeon","Hotels and Motels",
"3816","Home2 Suites by Hilton","Hotels and Motels",
"3817","Affinia","Hotels and Motels",
"3818","MainStay Suites","Hotels and Motels",
"3819","Oxford Suites","Hotels and Motels",
"3820","Jumeirah Essex House","Hotels and Motels",
"3821","Caribe Royale","Hotels and Motels",
"3822","Crossland","Hotels and Motels",
"3823","Grand Sierra Resort","Hotels and Motels",
"3824","Aria (Aria Resort and Casino)","Hotels and Motels",
"3825","Vdara (Vdara Hotel and Spa)","Hotels and Motels",
"3826","Autograph","Hotels and Motels",
"3827","Galt House","Hotels and Motels",
"3828","Cosmopolitan of Las Vegas","Hotels and Motels",
"3829","Country Inn by Carlson","Hotels and Motels",
"3830","Park Plaza Hotel","Hotels and Motels",
"3831","Waldorf","Hotels and Motels",
"3832","Curio Hotels","Hotels and Motels",
"3833","Canopy Hotels","Hotels and Motels",
"3834","Baymont Inn & Suites","Hotels and Motels",
"3835","Dolce Hotels and Resorts","Hotels and Motels",
"3836","Hawthorne Suites by Wyndham","Hotels and Motels",
"3837","HOSHINO RESORTS","Hotels and Motels",
"3838","KIMPTON HOTELS","Hotels and Motels",
"3839","KYORITSU HOTELS","Hotels and Motels",
"4111","Local and Suburban Commuter Passenger Transportation, Including Ferries","Travel",
"4112","Passenger Railways","Transportation",
"4119","Ambulance Services","Transportation",
"4121","Limousines and Taxicabs","Travel",
"4131","Bus Lines","Transportation",
"4214","Motor Freight Carriers and Trucking - Local and Long Distance, Moving and Storage Companies, and Local Delivery","Transportation",
"4215","Courier Services - Air and Ground, and Freight Forwarders","Transportation",
"4225","Public Warehousing and Storage - Farm Products, Refrigerated Goods, Household Goods, and Storage","Transportation",
"4411","Cruise Lines","Transportation",
"4457","Boat Rentals and Leasing","Transportation",
"4468","Marinas, Marine Service/Supplies","Transportation",
"4511","Airlines and Air Carriers (Not Elsewhere Classified)","Transportation",
"4582","Airports, Airport Terminals, Flying Fields","Transportation",
"4722","Travel Agencies and Tour Operators","Transportation",
"4723","Package Tour Operators - Germany Only","Transportation",
"4784","Tolls and Bridge Fees","Travel",
"4789","Transportation Services (Not Elsewhere Classified)","Transportation",
"4812","Telecommunication Equipment and Telephone Sales","Utilities",
"4813","Key-entry Telecom Merchant providing single local and long-","Utilities",
"4814","Telecommunication Services including but not limited to prepaid","Utilities",
"4816","Computer Network/Information Services","Utilities",
"4821","Telegraph Services","Utilities",
"4829","Money Transfer","Service providers",
"4899","Cable, Satellite and Other Pay Television/Radio/Streaming Services","Utilities",
"4900","Utilities-Electric, Gas, Heating Oil, Sanitary, Water","Utilities",
"5013","Motor Vehicle Supplies and New Parts","Retail outlets",
"5021","Office and Commercial Furniture ","Retail outlets",
"5039","Construction Materials (Not Elsewhere Classified) ","Retail outlets",
"5044","Office, Photographic, Photocopy and Microfilm Equipment ","Retail outlets",
"5045","Computers and Computer Peripheral Equipment and Software","Retail outlets",
"5046","Commercial Equipment (Not Elsewhere Classified)","Retail outlets",
"5047","Medical, Dental, Ophthalmic and Hospital Equipment and Supplies","Retail outlets",
"5051","Metal Service Centers and Offices","Retail outlets",
"5065","Electrical Parts and Equipment","Retail outlets",
"5072","Hardware, Equipment and Supplies","Retail outlets",
"5074","Plumbing and Heating Equipment and Supplies","Retail outlets",
"5085","Industrial Supplies (Not Elsewhere Classified)","Retail outlets",
"5094","Precious Stones and Metals, Watches and Jewelry","Retail outlets",
"5099","Durable Goods (Not Elsewhere Classified)","Retail outlets",
"5111","Stationery, Office Supplies, Printing and Writing Paper","Retail outlets",
"5122","Drugs, Drug Proprietaries and Druggists Sundries","Retail outlets",
"5131","Piece Goods, Notions and Other Dry Goods","Retail outlets",
"5137","Men's, Women's, and Children's Uniforms and Commercial Clothing","Retail outlets",
"5139","Commercial Footwear","Retail outlets",
"5169","Chemicals and Allied Products (Not Elsewhere Classified)","Retail outlets",
"5172","Petroleum and Petroleum Products","Retail outlets",
"5192","Books, Periodicals and Newspapers","Retail outlets",
"5193","Florists Supplies, Nursery Stock and Flowers","Retail outlets",
"5198","Paints, Varnishes and Supplies","Retail outlets",
"5199","Nondurable Goods (Not Elsewhere Classified)","Retail outlets",
"5200","Home Supply Warehouse Stores","Retail stores",
"5211","Lumber and Building Materials Stores","Retail stores",
"5231","Glass, Paint, Wallpaper Stores","Retail stores",
"5251","Hardware Stores","Retail stores",
"5261","Nurseries and Lawn and Garden Supply Stores","Retail stores",
"5262","Marketplaces","Retail stores",
"5271","Mobile Home Dealers","Retail stores",
"5300","Wholesale Clubs","Retail stores",
"5309","Duty Free Stores","Retail stores",
"5310","Discount Stores","Retail stores",
"5311","Department Stores","Retail stores",
"5331","Variety Stores","Retail stores",
"5399","Miscellaneous General Merchandise","Retail stores",
"5411","Grocery Stores and Supermarkets","Groceries",
"5422","Freezer and Locker Meat Provisioners","Retail stores",
"5441","Candy, Nut, Confectionery Stores","Retail stores",
"5451","Dairy Products Stores","Retail stores",
"5462","Bakeries","Retail stores",
"5499","Miscellaneous Food Stores - Convenience Stores and Specialty Markets","Retail stores",
"5511","Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing","Automobiles and vehicles",
"5521","Car and Truck Dealers (Used Only) Sales, Service, Repairs, Parts, and Leasing","Automobiles and vehicles",
"5531","Auto Store, Home Supply Stores","Automobiles and vehicles",
"5532","Automotive Tire Stores","Automobiles and vehicles",
"5533","Automotive Parts and Accessories Stores","Automobiles and vehicles",
"5541","Service Stations (with or without Ancillary Services)","Gas/Service Stations",
"5542","Automated Fuel Dispensers","Gas/Service Stations",
"5551","Boat Dealers","Automobiles and vehicles",
"5552","Electric Vehicle Charging","Automobiles and vehicles",
"5561","Camper, Recreational and Utility Trailer Dealers","Automobiles and vehicles",
"5571","Motorcycle Shops and Dealers","Automobiles and vehicles",
"5592","Motor Home Dealers","Automobiles and vehicles",
"5598","Snowmobile Dealers","Automobiles and vehicles",
"5599","Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers (Not Elsewhere Classified)","Automobiles and vehicles",
"5611","Men's and Boys' Clothing and Accessories Stores","Clothing stores",
"5621","Women's Ready to Wear Stores","Clothing stores",
"5631","Women's Accessory and Specialty Shops","Clothing stores",
"5641","Children's and Infants' Wear Stores","Clothing stores",
"5651","Family Clothing Stores","Clothing stores",
"5655","Sports and Riding Apparel Stores","Clothing stores",
"5661","Shoe Stores","Clothing stores",
"5681","Furriers and Fur Shops","Clothing stores",
"5691","Men's and Women's Clothing Stores","Clothing stores",
"5697","Tailors, Seamstresses, Mending, and Alterations","Clothing stores",
"5698","Wig and Toupee Shops","Clothing stores",
"5699","Miscellaneous Apparel and Accessory Shops","Clothing stores",
"5712","Furniture, Home Furnishings, and Equipment Stores, Except Appliances","Miscellaneous stores",
"5713","Floor Covering Stores","Miscellaneous stores",
"5714","Drapery, Upholstery and Window Coverings Stores","Miscellaneous stores",
"5718","Fireplace, Fireplace Screens and Accessories Stores","Miscellaneous stores",
"5719","Miscellaneous Home Furnishing Specialty Stores","Miscellaneous stores",
"5722","Household Appliance Stores","Miscellaneous stores",
"5732","Electronics Stores","Miscellaneous stores",
"5733","Music Stores-Musical Instruments, Pianos, Sheet Music","Miscellaneous stores",
"5734","Computer Software Stores","Miscellaneous stores",
"5735","Record Shops","Miscellaneous stores",
"5811","Caterers","Service providers",
"5812","Eating Places and Restaurants","Restaurants",
"5813","Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques","Restaurants",
"5814","Fast Food Restaurants","Restaurants",
"5815","Digital Goods Media - Books, Movies, Digital artwork/images, Music","Miscellaneous stores",
"5816","Digital Goods - Games","Miscellaneous stores",
"5817","Digital Goods - Applications (Excludes Games)","Miscellaneous stores",
"5818","Digital Goods - Large Digital Goods Merchant","Miscellaneous stores",
"5912","Drug Stores and Pharmacies","Pharmacies/Drug Stores",
"5921","Package Stores, Beer, Wine, Liquor","Miscellaneous stores",
"5931","Used Merchandise and Secondhand Stores","Miscellaneous stores",
"5932","Antique Shops-Sales, Repairs and Restoration Services","Miscellaneous stores",
"5933","Pawn Shops","Miscellaneous stores",
"5935","Salvage and Wrecking Yards","Miscellaneous stores",
"5937","Antique Reproduction Stores","Miscellaneous stores",
"5940","Bicycle Shops - Sales and Service","Miscellaneous stores",
"5941","Sporting Goods Stores","Miscellaneous stores",
"5942","Book Stores","Miscellaneous stores",
"5943","Office, School Supply and Stationery Stores","Miscellaneous stores",
"5944","Clock, Jewelry, Watch and Silverware Store","Miscellaneous stores",
"5945","Game, Toy and Hobby Shops","Miscellaneous stores",
"5946","Camera and Photographic Supply Stores","Miscellaneous stores",
"5947","Card, Gift, Novelty and Souvenir Shops","Miscellaneous stores",
"5948","Leather Goods and Luggage Stores","Miscellaneous stores",
"5949","Sewing, Needlework, Fabric and Piece Goods Stores","Miscellaneous stores",
"5950","Crystal and Glassware Stores","Miscellaneous stores",
"5960","Direct Marketing - Insurance Services","Mail /Telephone order providers",
"5962","Direct Marketing - Travel-Related Arrangement Services","Mail /Telephone order providers",
"5963","Door-to-Door Sales","Miscellaneous stores",
"5964","Direct Marketing - Catalog Merchant","Mail /Telephone order providers",
"5965","Direct Marketing - Combination Catalog and Retail Merchant","Mail /Telephone order providers",
"5966","Direct Marketing - Outbound Telemarketing Merchant","Mail /Telephone order providers",
"5967","Direct Marketing - Inbound Teleservices Merchant","Mail /Telephone order providers",
"5968","Direct Marketing - Continuity/Subscription Merchant","Mail /Telephone order providers",
"5969","Direct Marketing - Other Direct Marketers (Not Elsewhere Classified)","Mail /Telephone order providers",
"5970","Artist Supply Stores, Craft Shops","Miscellaneous stores",
"5971","Art Dealers and Galleries","Miscellaneous stores",
"5972","Stamp and Coin Stores-Philatelic and Numismatic Supplies","Miscellaneous stores",
"5973","Religious Goods Stores","Miscellaneous stores",
"5975","Hearing Aids - Sales, Service, and Supply","Miscellaneous stores",
"5976","Orthopedic Goods - Prosthetic Devices","Miscellaneous stores",
"5977","Cosmetic Stores","Miscellaneous stores",
"5978","Typewriter Stores-Rentals, Sales, Service","Miscellaneous stores",
"5983","Fuel Dealers - Fuel Oil, Wood, Coal, and Liquefied Petroleum","Miscellaneous stores",
"5992","Florists","Miscellaneous stores",
"5993","Cigar Stores and Stands","Miscellaneous stores",
"5994","News Dealers and Newsstands","Miscellaneous stores",
"5995","Pet Shops, Pet Foods and Supplies Stores","Miscellaneous stores",
"5996","Swimming Pools - Sales and Service","Miscellaneous stores",
"5997","Electric Razor Stores - Sales and Service","Miscellaneous stores",
"5998","Tent and Awning Shops","Miscellaneous stores",
"5999","Miscellaneous and Specialty Retail Stores","Miscellaneous stores",
"6010","Financial Institutions - Manual Cash Disbursements","Service providers",
"6011","Financial Institutions - Automated Cash Disbursements","Service providers",
"6012","Financial Institutions - Merchandise, Services, and Debt Repayment","Service providers",
"6050","Quasi Cash-Customer Financial Institution","Service providers",
"6051","Non-Financial Institutions - Foreign Currency, Liquid and Cryptocurrency Assets (for example: Cryptocurrency), Money","Service providers",
"6211","Securities-Brokers/Dealers","Service providers",
"6300","Insurance Sales, Underwriting and Premiums","Service providers",
"6513","Real Estate Agents and Managers-Rentals","Service providers",
"6532","Payment Transaction-Customer Financial Institution","Service providers",
"6533","Payment Transaction-Merchant","Service providers",
"6536","MoneySend Intracountry","Service providers",
"6537","MoneySend Intercountry","Service providers",
"6538","MoneySend Funding","Service providers",
"6540","POI Funding Transactions (Excluding MoneySend)","Service providers",
"7011","Lodging - Hotels, Motels, Resorts, Central Reservation Services (Not Elsewhere Classified)","Hotels and Motels",
"7012","Timeshares","Service providers",
"7032","Recreational and Sporting Camps","Service providers",
"7033","Campgrounds and Trailer Parks","Service providers",
"7210","Cleaning, Garment and Laundry Services","Personal service providers",
"7211","Laundries - Family and Commercial","Personal service providers",
"7216","Dry Cleaners","Personal service providers",
"7217","Carpet and Upholstery Cleaning","Personal service providers",
"7221","Photographic Studios","Personal service providers",
"7230","Barber and Beauty Shops","Personal service providers",
"7251","Hat Cleaning Shops, Shoe Repair Shops, Shoe Shine Parlors","Personal service providers",
"7261","Funeral Service and Crematories","Personal service providers",
"7273","Dating and Escort Services","Personal service providers",
"7276","Tax Preparation Services","Personal service providers",
"7277","Debt, Marriage, Personal-Counseling Service","Personal service providers",
"7278","Buying and Shopping Services and Clubs","Personal service providers",
"7296","Clothing Rental - Costumes, Uniforms, Formal Wear","Personal service providers",
"7297","Massage Parlors","Personal service providers",
"7298","Health and Beauty Spas","Personal service providers",
"7299","Miscellaneous Personal Services (Not Elsewhere Classified)","Personal service providers",
"7311","Advertising Services","Business services",
"7321","Consumer Credit Reporting Agencies","Business services",
"7333","Commercial Art, Graphics, Photography","Business services",
"7338","Quick Copy, Reproduction and Blueprinting Services","Business services",
"7339","Stenographic and Secretarial Support Services","Business services",
"7342","Exterminating and Disinfecting Services","Business services",
"7349","Cleaning and Maintenance, Janitorial Services","Business services",
"7361","Employment Agencies and Temporary Help Services","Business services",
"7372","Computer Programming, Data Processing, and Integrated Systems Design Services","Business services",
"7375","Information Retrieval Services","Business services",
"7379","Computer Maintenance, Repair and Services (Not Elsewhere Classified)","Business services",
"7392","Consulting, Management and Public Relations Services","Business services",
"7393","Detective Agencies, Protective Services, and Security Services, including Armored Cars, and Guard Dogs","Business services",
"7394","Equipment, Tool, Furniture, and Appliance Rental and Leasing","Business services",
"7395","Photofinishing Laboratories and Photo Developing","Business services",
"7399","Business Services (Not Elsewhere Classified)","Business services",
"7512","Automobile Rental Agency (Not Elsewhere Classified)","Automobile/Vehicle rentals",
"7513","Truck and Utility Trailer Rentals","Automobile/Vehicle rentals",
"7519","Motor Home and Recreational Vehicle Rentals","Automobile/Vehicle rentals",
"7523","Parking Lots, Parking Meters and Garages","Travel",
"7531","Automotive Body Repair Shops","Repair services",
"7534","Tire Retreading and Repair Shops","Repair services",
"7535","Automotive Paint Shops","Repair services",
"7538","Automotive Service Shops (Non-Dealer)","Repair services",
"7542","Car Washes","Repair services",
"7549","Towing Services","Repair services",
"7622","Electronics Repair Shops","Repair services",
"7623","Air Conditioning and Refrigeration Repair Shops","Repair services",
"7629","Electrical and Small Appliance Repair Shops","Repair services",
"7631","Clock, Jewelry and Watch Repair Shops","Repair services",
"7641","Furniture-Reupholstery and Repair, Refinishing","Repair services",
"7692","Welding Services","Repair services",
"7699","Miscellaneous Repair Shops and Related Services","Repair services",
"7800","Government-Owned Lotteries (US Region only)","Amusement and entertainment",
"7801","Government Licensed On-Line Casinos (On-Line Gambling) (US Region only)","Amusement and entertainment",
"7802","Government-Licensed Horse/Dog Racing (US Region only)","Amusement and entertainment",
"7829","Motion Picture and Video Tape Production and Distribution","Wholesale distributors and manufacturers",
"7832","Motion Picture Theaters","Amusement and entertainment",
"7841","Video Entertainment Rental Stores","Amusement and entertainment",
"7911","Dance Halls, Schools and Studios","Amusement and entertainment",
"7922","Theatrical Producers (except Motion Pictures), Ticket Agencies","Amusement and entertainment",
"7929","Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)","Amusement and entertainment",
"7932","Billiard and Pool Establishments","Amusement and entertainment",
"7933","Bowling Alleys","Amusement and entertainment",
"7941","Commercial Sports, Professional Sports Clubs, Athletic Fields, and Sports Promoters","Amusement and entertainment",
"7991","Tourist Attractions and Exhibits","Amusement and entertainment",
"7992","Public Golf Courses","Amusement and entertainment",
"7994","Video Game Arcades/Establishments","Amusement and entertainment",
"7995","Betting, including Lottery Tickets, Casino Gaming Chips, Off-Track Betting, Wagers at Race Tracks and games of chance to","Amusement and entertainment",
"7996","Amusement Parks, Carnivals, Circuses, Fortune Tellers","Amusement and entertainment",
"7997","Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses","Amusement and entertainment",
"7998","Aquariums, Seaquariums, Dolphinariums, and Zoos","Amusement and entertainment",
"7999","Recreation Services (Not Elsewhere Classified)","Amusement and entertainment",
"8011","Doctors and Physicians (Not Elsewhere Classified)","Professional services and membership organizations",
"8021","Dentists and Orthodontists","Professional services and membership organizations",
"8031","Osteopathic Physicians","Professional services and membership organizations",
"8041","Chiropractors","Professional services and membership organizations",
"8042","Optometrists and Ophthalmologists","Professional services and membership organizations",
"8043","Opticians, Optical Goods and Eyeglasses","Professional services and membership organizations",
"8049","Podiatrists and Chiropodists","Professional services and membership organizations",
"8050","Nursing, Home Healthcare and Personal Care Facilities","Professional services and membership organizations",
"8062","Hospitals","Professional services and membership organizations",
"8071","Medical and Dental Laboratories","Professional services and membership organizations",
"8099","Medical Services and Health Practitioners (Not Elsewhere Classified)","Professional services and membership organizations",
"8111","Legal Services and Attorneys","Professional services and membership organizations",
"8211","Elementary and Secondary Schools","Professional services and membership organizations",
"8220","Colleges, Universities, Professional Schools and Junior Colleges","Professional services and membership organizations",
"8241","Correspondence Schools","Professional services and membership organizations",
"8244","Business and Secretarial Schools","Professional services and membership organizations",
"8249","Vocational and Trade Schools","Professional services and membership organizations",
"8299","Schools and Educational Services (Not Elsewhere Classified)","Professional services and membership organizations",
"8351","Child Care Services","Professional services and membership organizations",
"8398","Charitable Social Service Organizations","Professional services and membership organizations",
"8641","Civic, Social, and Fraternal Associations","Professional services and membership organizations",
"8651","Political Organizations","Professional services and membership organizations",
"8661","Religious Organizations","Professional services and membership organizations",
"8675","Automobile Associations","Professional services and membership organizations",
"8699","Membership Organizations (Not Elsewhere Classified)","Professional services and membership organizations",
"8734","Testing Laboratories (Non-Medical)","Professional services and membership organizations",
"8911","Architectural, Engineering and Surveying Services","Professional services and membership organizations",
"8931","Accounting, Auditing and Bookkeeping Services","Professional services and membership organizations",
"8999","Professional Services (Not Elsewhere Classified)","Professional services and membership organizations",
"9211","Court Costs including Alimony and Child Support","Government services",
"9222","Fines","Government services",
"9223","Bail and Bond Payments","Government services",
"9311","Tax Payments","Government services",
"9399","Government Services (Not Elsewhere Classified)","Government services",
"9402","Postal Services - Government Only","Government services",
"9405","U.S. Federal Government Agencies or Departments","Reserved",
"9406","Government-owned Lottery (Specific Countries)","Amusement and entertainment",
"9702","Emergency Services (GCAS) (Visa use only)","Reserved",
"9950","Intra-Company Purchases","Reserved",
